Plant,Light,Watering,Humidity,Temperature,Fertilizer,Pruning,Propagation,Notes,
Azalea,Partial Shade,Regular,Acidic,Balanced,Prune after flowering to encourage new growth,Can be susceptible to fungal diseases,,,
Rhododendron,Partial Shade,Regular,Acidic,Balanced,Prune after flowering to encourage new growth,Can be susceptible to fungal diseases,,,
Camellia,Partial Shade,Moderate,Acidic,Balanced,Prune after flowering to encourage new growth,Can be susceptible to fungal diseases,,,
Viburnum,Full Sun to Partial Shade,Moderate,Well-draining,Balanced,Prune after flowering to encourage new growth,Can be susceptible to fungal diseases,,,
Forsythia,Full Sun,Moderate,Well-draining,Balanced,Prune after flowering to encourage new growth,Can be susceptible to fungal diseases,,,
Spirea,Full Sun to Partial Shade,Moderate,Well-draining,Balanced,Prune after flowering to encourage new growth,Can be susceptible to fungal diseases,,,
Boxwood,Partial Shade,Moderate,Well-draining,Balanced,Prune regularly to maintain shape,Can be susceptible to fungal diseases,,,
Yew,Partial Shade,Moderate,Well-draining,Balanced,Prune regularly to maintain shape,Can be susceptible to fungal diseases,,,
Juniper,Full Sun to Partial Shade,Moderate,Well-draining,Balanced,Prune sparingly, as they are slow-growing,Can be susceptible to fungal diseases,,
Cypress,Full Sun to Partial Shade,Moderate,Well-draining,Balanced,Prune sparingly, as they are slow-growing,Can be susceptible to fungal diseases,,
Cedar,Full Sun to Partial Shade,Moderate,Well-draining,Balanced,Prune sparingly, as they are slow-growing,Can be susceptible to fungal diseases,,
Pine,Full Sun,Moderate,Well-draining,Balanced,Prune sparingly, as they are slow-growing,Can be susceptible to fungal diseases,,
Fir,Full Sun to Partial Shade,Moderate,Well-draining,Balanced,Prune sparingly, as they are slow-growing,Can be susceptible to fungal diseases,,
Spruce,Full Sun to Partial Shade,Moderate,Well-draining,Balanced,Prune sparingly, as they are slow-growing,Can be susceptible to fungal diseases,,
Larch,Full Sun,Moderate,Well-draining,Balanced,Prune sparingly, as they are slow-growing,Can be susceptible to fungal diseases,,
Birch,Full Sun to Partial Shade,Moderate,Well-draining,Balanced,Prune sparingly, as they are slow-growing,Can be susceptible to fungal diseases,,
Maple,Full Sun to Partial Shade,Moderate,Well-draining,Balanced,Prune sparingly, as they are slow-growing,Can be susceptible to fungal diseases,,
Oak,Full Sun,Moderate,Well-draining,Balanced,Prune sparingly, as they are slow-growing,Can be susceptible to fungal diseases,,
Willow,Full Sun to Partial Shade,Moderate,Well-draining,Balanced,Prune sparingly, as they are fast-growing,Can be susceptible to fungal diseases,,
Ash,Full Sun,Moderate,Well-draining,Balanced,Prune sparingly, as they are fast-growing,Can be susceptible to fungal diseases,,
Elm,Full Sun,Moderate,Well-draining,Balanced,Prune sparingly, as they are fast-growing,Can be susceptible to fungal diseases,,
Beech,Full Sun to Partial Shade,Moderate,Well-draining,Balanced,Prune sparingly, as they are slow-growing,Can be susceptible to fungal diseases,,
Cherry,Full Sun,Moderate,Well-draining,Balanced,Prune after flowering to encourage new growth,Can be susceptible to fungal diseases,,,
Apple,Full Sun,Moderate,Well-draining,Balanced,Prune regularly to encourage fruit production,Can be susceptible to fungal diseases,,,
Pear,Full Sun,Moderate,Well-draining,Balanced,Prune regularly to encourage fruit production,Can be susceptible to fungal diseases,,,
Peach,Full Sun,Moderate,Well-draining,Balanced,Prune regularly to encourage fruit production,Can be susceptible to fungal diseases,,,
Plum,Full Sun,Moderate,Well-draining,Balanced,Prune regularly to encourage fruit production,Can be susceptible to fungal diseases,,,
Strawberry,Full Sun,Regular,Well-draining,Balanced,Pinch off runners to encourage fruit production,Can be susceptible to fungal diseases,,,
Blueberry,Full Sun to Partial Shade,Regular,Acidic,Balanced,Prune after flowering to encourage new growth,Can be susceptible to fungal diseases,,,
Raspberry,Full Sun to Partial Shade,Regular,Well-draining,Balanced,Prune after fruiting to encourage new growth,Can be susceptible to fungal diseases,,,
Blackberry,Full Sun to Partial Shade,Regular,Well-draining,Balanced,Prune after fruiting to encourage new growth,Can be susceptible to fungal diseases,,,
Grape,Full Sun,Moderate,Well-draining,Balanced,Prune regularly to encourage fruit production,Can be susceptible to fungal diseases,,,
Fig,Full Sun to Partial Shade,Moderate,Well-draining,Balanced,Prune regularly to encourage fruit production,Can be susceptible to fungal diseases,,,
Avocado,Full Sun,Moderate,Well-draining,Balanced,Pinch off side shoots to encourage a single trunk,Can be susceptible to fungal diseases and pests,,,
Citrus,Full Sun,Moderate,Well-draining,Balanced,Prune regularly to encourage fruit production,Can be susceptible to fungal diseases and pests,,,
Olive,Full Sun,Moderate,Well-draining,Balanced,Prune regularly to encourage fruit production,Can be susceptible to fungal diseases and pests,,,
Date,Full Sun,Moderate,Well-draining,Balanced,Pinch off side shoots to encourage a single trunk,Can be susceptible to fungal diseases and pests,,,
Mango,Full Sun,Moderate,Well-draining,Balanced,Pinch off side shoots to encourage a single trunk,Can be susceptible to fungal diseases and pests,,,
Banana,Full Sun,Regular,Well-draining,Balanced,Pinch off suckers to encourage a single trunk,Can be susceptible to fungal diseases and pests,,,
Pineapple,Full Sun,Moderate,Well-draining,Balanced,Pinch off suckers to encourage a single fruit,Can be susceptible to fungal diseases and pests,,,
Papaya,Full Sun,Moderate,Well-draining,Balanced,Pinch off side shoots to encourage a single trunk,Can be susceptible to fungal diseases and pests,,,
Guava,Full Sun,Moderate,Well-draining,Balanced,Pinch off side shoots to encourage a single trunk,Can be susceptible to fungal diseases and pests,,,
Passionfruit,Full Sun,Moderate,Well-draining,Balanced,Pinch off side shoots to encourage a single vine,Can be susceptible to fungal diseases and pests,,,
Lemon,Full Sun,Moderate,Well-draining,Balanced,Prune regularly to encourage fruit production,Can be susceptible to fungal diseases and pests,,,
Lime,Full Sun,Moderate,Well-draining,Balanced,Prune regularly to encourage fruit production,Can be susceptible to fungal diseases and pests,,,
Orange,Full Sun,Moderate,Well-draining,Balanced,Prune regularly to encourage fruit production,Can be susceptible to fungal diseases and pests,,,
Grapefruit,Full Sun,Moderate,Well-draining,Balanced,Prune regularly to encourage fruit production,Can be susceptible to fungal diseases and pests,,,
Tangerine,Full Sun,Moderate,Well-draining,Balanced,Prune regularly to encourage fruit production,Can be susceptible to fungal diseases and pests,,,
Mandarin,Full Sun,Moderate,Well-draining,Balanced,Prune regularly to encourage fruit production,Can be susceptible to fungal diseases and pests,,,
Pomegranate,Full Sun,Moderate,Well-draining,Balanced,Prune regularly to encourage fruit production,Can be susceptible to fungal diseases and pests,,,
Fig,Full Sun to Partial Shade,Moderate,Well-draining,Balanced,Prune regularly to encourage fruit production,Can be susceptible to fungal diseases and pests,,,
Walnut,Full Sun,Moderate,Well-draining,Balanced,Prune sparingly, as they are slow-growing,Can be susceptible to fungal diseases,,
Chestnut,Full Sun,Moderate,Well-draining,Balanced,Prune sparingly, as they are slow-growing,Can be susceptible to fungal diseases,,
Hazelnut,Full Sun,Moderate,Well-draining,Balanced,Prune sparingly, as they are slow-growing,Can be susceptible to fungal diseases,,
Almond,Full Sun,Moderate,Well-draining,Balanced,Prune regularly to encourage fruit production,Can be susceptible to fungal diseases and pests,,,
Peach,Full Sun,Moderate,Well-draining,Balanced,Prune regularly to encourage fruit production,Can be susceptible to fungal diseases and pests,,,
Plum,Full Sun,Moderate,Well-draining,Balanced,Prune regularly to encourage fruit production,Can be susceptible to fungal diseases and pests,,,
Cherry,Full Sun,Moderate,Well-draining,Balanced,Prune after flowering to encourage new growth,Can be susceptible to fungal diseases and pests,,,
Apple,Full Sun,Moderate,Well-draining,Balanced,Prune regularly to encourage fruit production,Can be susceptible to fungal diseases and pests,,,
Pear,Full Sun,Moderate,Well-draining,Balanced,Prune regularly to encourage fruit production,Can be susceptible to fungal diseases and pests,,,
Strawberry,Full Sun,Regular,Well-draining,Balanced,Pinch off runners to encourage fruit production,Can be susceptible to fungal diseases,,,
Blueberry,Full Sun to Partial Shade,Regular,Acidic,Balanced,Prune after flowering to encourage new growth,Can be susceptible to fungal diseases,,,
Raspberry,Full Sun to Partial Shade,Regular,Well-draining,Balanced,Prune after fruiting to encourage new growth,Can be susceptible to fungal diseases,,,
Blackberry,Full Sun to Partial Shade,Regular,Well-draining,Balanced,Prune after fruiting to encourage new growth,Can be susceptible to fungal diseases,,,
Grape,Full Sun,Moderate,Well-draining,Balanced,Prune regularly to encourage fruit production,Can be susceptible to fungal diseases,,,
Fig,Full Sun to Partial Shade,Moderate,Well-draining,Balanced,Prune regularly to encourage fruit production,Can be susceptible to fungal diseases and pests,,,
Avocado,Full Sun,Moderate,Well-draining,Balanced,Pinch off side shoots to encourage a single trunk,Can be susceptible to fungal diseases and pests,,,
Citrus,Full Sun,Moderate,Well-draining,Balanced,Prune regularly to encourage fruit production,Can be susceptible to fungal diseases and pests,,,
Olive,Full Sun,Moderate,Well-draining,Balanced,Prune regularly to encourage fruit production,Can be susceptible to fungal diseases and pests,,,
Date,Full Sun,Moderate,Well-draining,Balanced,Pinch off side shoots to encourage a single trunk,Can be susceptible to fungal diseases and pests,,,
Mango,Full Sun,Moderate,Well-draining,Balanced,Pinch off side shoots to encourage a single trunk,Can be susceptible to fungal diseases and pests,,,
Banana,Full Sun,Regular,Well-draining,Balanced,Pinch off suckers to encourage a single trunk,Can be susceptible to fungal diseases and pests,,,
Pineapple,Full Sun,Moderate,Well-draining,Balanced,Pinch off suckers to encourage a single fruit,Can be susceptible to fungal diseases and pests,,,
Papaya,Full Sun,Moderate,Well-draining,Balanced,Pinch off side shoots to encourage a single trunk,Can be susceptible to fungal diseases and pests,,,
Guava,Full Sun,Moderate,Well-draining,Balanced,Pinch off side shoots to encourage a single trunk,Can be susceptible to fungal diseases and pests,,,
Passionfruit,Full Sun,Moderate,Well-draining,Balanced,Pinch off side shoots to encourage a single vine,Can be susceptible to fungal diseases and pests,,,
Lemon,Full Sun,Moderate,Well-draining,Balanced,Prune regularly to encourage fruit production,Can be susceptible to fungal diseases and pests,,,
Lime,Full Sun,Moderate,Well-draining,Balanced,Prune regularly to encourage fruit production,Can be susceptible to fungal diseases and pests,,,
Orange,Full Sun,Moderate,Well-draining,Balanced,Prune regularly to encourage fruit production,Can be susceptible to fungal diseases and pests,,,
Grapefruit,Full Sun,Moderate,Well-draining,Balanced,Prune regularly to encourage fruit production,Can be susceptible to fungal diseases and pests,,,
Tangerine,Full Sun,Moderate,Well-draining,Balanced,Prune regularly to encourage fruit production,Can be susceptible to fungal diseases and pests,,,
Mandarin,Full Sun,Moderate,Well-draining,Balanced,Prune regularly to encourage fruit production,Can be susceptible to fungal diseases and pests,,,
Pomegranate,Full Sun,Moderate,Well-draining,Balanced,Prune regularly to encourage fruit production,Can be susceptible to fungal diseases and pests,,,
Fig,Full Sun to Partial Shade,Moderate,Well-draining,Balanced,Prune regularly to encourage fruit production,Can be susceptible to fungal diseases and pests,,,
Walnut,Full Sun,Moderate,Well-draining,Balanced,Prune sparingly, as they are slow-growing,Can be susceptible to fungal diseases,,
Chestnut,Full Sun,Moderate,Well-draining,Balanced,Prune sparingly, as they are slow-growing,Can be susceptible to fungal diseases,,
Hazelnut,Full Sun,Moderate,Well-draining,Balanced,Prune sparingly, as they are slow-growing,Can be susceptible to fungal diseases,,
Almond,Full Sun,Moderate,Well-draining,Balanced,Prune regularly to encourage fruit production,Can be susceptible to fungal diseases and pests,,,
Peach,Full Sun,Moderate,Well-draining,Balanced,Prune regularly to encourage fruit production,Can be susceptible to fungal diseases and pests,,,
Plum,Full Sun,Moderate,Well-draining,Balanced,Prune regularly to encourage fruit production,Can be susceptible to fungal diseases and pests,,,
Cherry,Full Sun,Moderate,Well-draining,Balanced,Prune after flowering to encourage new growth,Can be susceptible to fungal diseases,,,
Apple,Full Sun,Moderate,Well-draining,Balanced,Prune regularly to encourage fruit production,Can be susceptible to fungal diseases,,,
Pear,Full Sun,Moderate,Well-draining,Balanced,Prune regularly to encourage fruit production,Can be susceptible to fungal diseases,,,
Strawberry,Full Sun,Regular,Well-draining,Balanced,Pinch off runners to encourage fruit production,Can be susceptible to fungal diseases,,,
Blueberry,Full Sun to Partial Shade,Regular,Acidic,Balanced,Prune after flowering to encourage new growth,Can be susceptible to fungal diseases,,,
Raspberry,Full Sun to Partial Shade,Regular,Well-draining,Balanced,Prune after fruiting to encourage new growth,Can be susceptible to fungal diseases,,,
Blackberry,Full Sun to Partial Shade,Regular,Well-draining,Balanced,Prune after fruiting to encourage new growth,Can be susceptible to fungal diseases,,,
Grape,Full Sun,Moderate,Well-draining,Balanced,Prune regularly to encourage fruit production,Can be susceptible to fungal diseases,,,
Fig,Full Sun to Partial Shade,Moderate,Well-draining,Balanced,Prune regularly to encourage fruit production,Can be susceptible to fungal diseases and pests,,,
Avocado,Full Sun,Moderate,Well-draining,Balanced,Pinch off side shoots to encourage a single trunk,Can be susceptible to fungal diseases and pests,,,
Citrus,Full Sun,Moderate,Well-draining,Balanced,Prune regularly to encourage fruit production,Can be susceptible to fungal diseases and pests,,,
Olive,Full Sun,Moderate,Well-draining,Balanced,Prune regularly to encourage fruit production,Can be susceptible to fungal diseases and pests,,,
Date,Full Sun,Moderate,Well-draining,Balanced,Pinch off side shoots to encourage a single trunk,Can be susceptible to fungal diseases and pests,,,
Mango,Full Sun,Moderate,Well-draining,Balanced,Pinch off side shoots to encourage a single trunk,Can be susceptible to fungal diseases and pests,,,
Banana,Full Sun,Regular,Well-draining,Balanced,Pinch off suckers to encourage a single trunk,Can be susceptible to fungal diseases and pests,,,
Pineapple,Full Sun,Moderate,Well-draining,Balanced,Pinch off suckers to encourage a single fruit,Can be susceptible to fungal diseases and pests,,,
Papaya,Full Sun,Moderate,Well-draining,Balanced,Pinch off side shoots to encourage a single trunk,Can be susceptible to fungal diseases and pests,,,
Guava,Full Sun,Moderate,Well-draining,Balanced,Pinch off side shoots to encourage a single trunk,Can be susceptible to fungal diseases and pests,,,
Passionfruit,Full Sun,Moderate,Well-draining,Balanced,Pinch off side shoots to encourage a single vine,Can be susceptible to fungal diseases and pests,,,
Lemon,Full Sun,Moderate,Well-draining,Balanced,Prune regularly to encourage fruit production,Can be susceptible to fungal diseases and pests,,,
Lime,Full Sun,Moderate,Well-draining,Balanced,Prune regularly to encourage fruit production,Can be susceptible to fungal diseases and pests,,,
Orange,Full Sun,Moderate,Well-draining,Balanced,Prune regularly to encourage fruit production,Can be susceptible to fungal diseases and pests,,,
Grapefruit,Full Sun,Moderate,Well-draining,Balanced,Prune regularly to encourage fruit production,Can be susceptible to fungal diseases and pests,,,
Tangerine,Full Sun,Moderate,Well-draining,Balanced,Prune regularly to encourage fruit production,Can be susceptible to fungal diseases and pests,,,
